,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
31,BDX,"Becton, Dickinson and Company",49.12B,-0.54%,1950702,20.87B
32,TAK,Takeda Pharmaceutical Company Limited,45.66B,1.11%,1991062,30.60B
33,EW,Edwards Lifesciences Corporation,43.99B,0.27%,3738587,5.52B
34,ALC,Alcon Inc.,43.75B,0.44%,1195570,9.93B
35,IDXX,"IDEXX Laboratories, Inc.",40.34B,-0.65%,443453,3.93B
36,VEEV,Veeva Systems Inc.,37.97B,-1.07%,858353,2.75B
37,ALNY,"Alnylam Pharmaceuticals, Inc.",37.81B,0.33%,748546,2.35B
38,CAH,"Cardinal Health, Inc.",36.46B,0.17%,1856597,222.29B
39,ARGX,argenx SE,36.17B,1.06%,227604,2.64B
40,RMD,ResMed Inc.,35.59B,-1.08%,558144,5.02B
41,DXCM,"DexCom, Inc.",33.14B,-0.38%,2599076,4.15B
42,GEHC,GE HealthCare Technologies Inc.,31.67B,-0.40%,2475037,19.80B
43,A,"Agilent Technologies, Inc.",30.94B,-1.05%,1690994,6.53B
44,ONC,"BeiGene, Ltd.",28.58B,1.12%,171472,4.18B
45,CNC,Centene Corporation,28.07B,-2.86%,5208219,153.27B
46,HUM,Humana Inc.,27.15B,-0.97%,1675047,120.26B
47,STE,STERIS plc,23.87B,-0.33%,538496,5.46B
48,BNTX,BioNTech SE,23.72B,-0.39%,597978,2.97B
49,IQV,IQVIA Holdings Inc.,23.70B,-0.75%,2248698,15.50B
50,MTD,Mettler-Toledo International Inc.,23.15B,-1.92%,247892,3.83B
51,PODD,Insulet Corporation,22.62B,0.16%,628191,2.20B
52,PHG,Koninklijke Philips N.V.,21.04B,-2.25%,1306748,19.43B
53,NTRA,"Natera, Inc.",20.94B,0.55%,1085191,1.83B
54,WAT,Waters Corporation,20.61B,-0.60%,412720,2.98B
55,LH,Labcorp Holdings Inc.,20.30B,0.26%,503834,13.18B
56,TEVA,Teva Pharmaceutical Industries Limited,19.45B,0.12%,6475971,16.62B
57,SMMT,Summit Therapeutics Inc.,19.20B,0.31%,1759020,-
58,DGX,Quest Diagnostics Incorporated,19.12B,0.95%,1025575,10.16B
59,BIIB,Biogen Inc.,18.43B,-0.39%,816742,9.82B
60,ZBH,"Zimmer Biomet Holdings, Inc.",18.33B,1.06%,3141106,7.70B
61,RPRX,Royalty Pharma plc,18.24B,0.43%,2514081,2.26B
62,FMS,Fresenius Medical Care AG,17.01B,-1.02%,539320,21.07B
63,MOH,"Molina Healthcare, Inc.",16.54B,-1.47%,579794,40.29B
64,COO,"The Cooper Companies, Inc.",15.76B,-0.59%,1541196,3.93B
65,BAX,Baxter International Inc.,15.45B,-0.50%,2096539,10.77B
66,THC,Tenet Healthcare Corporation,15.14B,1.02%,1248741,20.52B
67,WST,"West Pharmaceutical Services, Inc.",14.77B,-1.39%,606097,2.90B
68,UTHR,United Therapeutics Corporation,13.88B,-0.35%,269594,2.99B
69,GMAB,Genmab A/S,12.93B,-1.07%,1197767,3.14B
70,ILMN,"Illumina, Inc.",12.72B,-0.21%,1530685,4.34B
71,SNN,Smith & Nephew plc,12.55B,0.81%,948581,5.81B
72,INCY,Incyte Corporation,12.44B,-0.40%,865682,4.41B
73,ALGN,"Align Technology, Inc.",12.38B,-1.05%,491044,3.98B
74,INSM,Insmed Incorporated,12.30B,2.07%,1546237,381.03M
75,SOLV,Solventum Corporation,12.25B,-2.55%,1119862,8.31B
76,RDY,Dr. Reddy's Laboratories Limited,12.17B,0.70%,1383272,3.81B
77,HOLX,"Hologic, Inc.",12.10B,-0.37%,2268541,4.03B
78,UHS,"Universal Health Services, Inc.",12.00B,-0.24%,439357,16.08B
79,EHC,Encompass Health Corporation,11.98B,0.24%,388011,5.51B
80,NBIX,"Neurocrine Biosciences, Inc.",11.89B,0.89%,881858,2.41B
81,EXEL,"Exelixis, Inc.",11.56B,-1.10%,2940079,2.30B
82,BMRN,BioMarin Pharmaceutical Inc.,11.04B,-0.79%,1732209,2.95B
83,TEM,"Tempus AI, Inc.",10.83B,5.59%,10354956,803.32M
84,EXAS,Exact Sciences Corporation,10.74B,0.83%,2052238,2.83B
85,RVTY,"Revvity, Inc.",10.53B,-1.27%,1023528,2.77B
86,DVA,DaVita Inc.,10.43B,-0.24%,605498,12.97B
87,PEN,"Penumbra, Inc.",10.40B,0.67%,235921,1.24B
88,ATR,"AptarGroup, Inc.",10.30B,-0.45%,260545,3.55B
89,ICLR,ICON Public Limited Company,10.17B,0.79%,879746,8.19B
90,MRNA,"Moderna, Inc.",10.16B,-1.72%,8258785,3.18B
91,ASND,Ascendis Pharma A/S,9.78B,1.22%,214035,398.51M
92,VTRS,Viatris Inc.,9.73B,-2.47%,9914217,14.33B
93,WBA,"Walgreens Boots Alliance, Inc.",9.66B,-0.62%,9769865,151.95B
94,DOCS,"Doximity, Inc.",9.58B,-0.47%,1430702,570.40M
95,QGEN,Qiagen N.V.,9.11B,-0.64%,1205825,2.00B
96,HSIC,"Henry Schein, Inc.",8.72B,0.45%,1534699,12.67B
97,AVTR,"Avantor, Inc.",8.65B,-1.32%,6740419,6.69B
98,HQY,"HealthEquity, Inc.",8.58B,-1.07%,907712,1.20B
99,MEDP,"Medpace Holdings, Inc.",8.48B,0.63%,265914,2.16B
100,CORT,Corcept Therapeutics Incorporated,8.34B,3.42%,975576,685.45M
101,CHE,Chemed Corporation,8.30B,1.45%,113071,2.49B
102,ENSG,"The Ensign Group, Inc.",8.25B,-0.07%,262984,4.42B
103,MASI,Masimo Corporation,8.14B,0.15%,311067,2.13B
104,GMED,"Globus Medical, Inc.",7.98B,0.61%,1395167,2.51B
105,ROIV,Roivant Sciences Ltd.,7.76B,-0.64%,2442270,122.59M
106,RVMD,"Revolution Medicines, Inc.",7.41B,2.50%,1399413,-
107,TECH,Bio-Techne Corporation,7.33B,-1.14%,1471171,1.21B
108,RGC,Regencell Bioscience Holdings Limited,7.29B,26.84%,33339,-
109,VRNA,Verona Pharma plc,6.84B,3.26%,831919,118.54M
110,HALO,"Halozyme Therapeutics, Inc.",6.72B,1.47%,1201211,1.08B
111,CRL,"Charles River Laboratories International, Inc.",6.72B,0.83%,775603,4.02B
112,WAY,Waystar Holding Corp.,6.68B,1.10%,1806120,975.19M
113,JAZZ,Jazz Pharmaceuticals plc,6.66B,0.23%,958432,4.06B
114,RGEN,Repligen Corporation,6.64B,-1.91%,615767,650.43M
115,GRFS,"Grifols, S.A.",6.56B,-0.25%,1008607,7.97B
116,BPMC,Blueprint Medicines Corporation,6.56B,1.16%,353296,562.12M
117,BBIO,"BridgeBio Pharma, Inc.",6.33B,1.12%,2047114,127.42M
118,ELAN,Elanco Animal Health Incorporated,6.29B,-0.08%,4743331,4.43B
119,BIO,"Bio-Rad Laboratories, Inc.",6.09B,-1.48%,219261,2.54B
120,STVN,Stevanato Group S.p.A.,6.09B,-1.33%,159565,1.22B
121,MDGL,"Madrigal Pharmaceuticals, Inc.",5.94B,-2.12%,351085,317.38M
122,TLX,Telix Pharmaceuticals Limited,5.68B,2.16%,71625,484.69M
123,MMSI,"Merit Medical Systems, Inc.",5.64B,0.28%,399202,1.39B
124,GKOS,Glaukos Corporation,5.48B,-1.20%,829079,404.52M
125,BRKR,Bruker Corporation,5.38B,-2.31%,2290856,3.45B
126,TFX,Teleflex Incorporated,5.34B,-0.13%,504861,3.01B
127,LEGN,Legend Biotech Corporation,5.33B,-0.48%,1513421,728.30M
128,NUVL,"Nuvalent, Inc.",5.28B,0.36%,359038,-
129,IONS,"Ionis Pharmaceuticals, Inc.",5.25B,-0.84%,963527,717.25M
130,AXSM,"Axsome Therapeutics, Inc.",5.19B,0.69%,460622,432.16M
131,OPCH,"Option Care Health, Inc.",5.14B,-1.94%,832254,5.19B
132,LNTH,"Lantheus Holdings, Inc.",5.11B,-1.19%,671017,1.54B
133,TGTX,"TG Therapeutics, Inc.",5.04B,0.96%,1042659,386.39M
134,ADMA,"ADMA Biologics, Inc.",4.87B,1.29%,1316969,459.38M
135,ALKS,Alkermes plc,4.84B,-2.33%,2005500,1.51B
136,GH,"Guardant Health, Inc.",4.71B,2.56%,1340074,774.00M
137,IRTC,"iRhythm Technologies, Inc.",4.56B,0.18%,346959,618.59M
138,RDNT,"RadNet, Inc.",4.25B,-0.28%,454155,1.87B
139,PBH,Prestige Consumer Healthcare Inc.,4.24B,0.87%,341432,1.14B
140,INSP,"Inspire Medical Systems, Inc.",4.22B,-1.88%,282912,840.11M
141,TMDX,"TransMedics Group, Inc.",4.20B,0.74%,444823,488.23M
142,PCVX,"Vaxcyte, Inc.",4.20B,-4.15%,1763741,-
143,ITGR,Integer Holdings Corporation,4.13B,0.13%,244616,1.75B
144,BTSG,"BrightSpring Health Services, Inc.",4.05B,1.35%,1101251,11.86B
145,BLCO,Bausch + Lomb Corporation,3.99B,0.36%,559805,4.83B
146,RYTM,"Rhythm Pharmaceuticals, Inc.",3.97B,0.50%,357950,136.86M
147,SLNO,"Soleno Therapeutics, Inc.",3.87B,4.06%,474979,-
148,MRUS,Merus N.V.,3.82B,32.55%,7883716,54.73M
149,SRPT,"Sarepta Therapeutics, Inc.",3.72B,-2.29%,2053864,2.23B
150,AKRO,"Akero Therapeutics, Inc.",3.70B,-5.33%,1769954,-
151,RNA,"Avidity Biosciences, Inc.",3.69B,-0.75%,446697,8.93M
152,ACAD,ACADIA Pharmaceuticals Inc.,3.68B,2.00%,1671707,996.28M
153,PRGO,Perrigo Company plc,3.65B,0.61%,1277471,4.34B
154,CYTK,"Cytokinetics, Incorporated",3.65B,0.16%,1791722,19.22M
155,PTCT,"PTC Therapeutics, Inc.",3.64B,0.90%,781453,1.77B
156,KRYS,"Krystal Biotech, Inc.",3.61B,-0.19%,298646,333.45M
157,OSCR,"Oscar Health, Inc.",3.60B,-1.39%,7573191,10.08B
158,ACLX,"Arcellx, Inc.",3.52B,-1.87%,1073216,76.81M
159,SWTX,"SpringWorks Therapeutics, Inc.",3.50B,0.45%,5860726,219.67M
160,SHC,Sotera Health Company,3.45B,-0.82%,664349,1.11B
161,ZLAB,Zai Lab Limited,3.40B,-3.63%,1024379,418.33M
162,RARE,Ultragenyx Pharmaceutical Inc.,3.37B,0.42%,439635,590.69M
163,CRSP,CRISPR Therapeutics AG,3.18B,-1.79%,1260980,37.68M
164,PRCT,PROCEPT BioRobotics Corporation,3.17B,-0.59%,557855,249.12M
165,ICUI,"ICU Medical, Inc.",3.17B,-0.95%,149163,2.42B
166,HAE,Haemonetics Corporation,3.17B,-0.15%,356407,1.36B
167,HNGE,"Hinge Health, Inc.",3.13B,6.92%,2958601,431.52M
168,ALVO,Alvotech,3.10B,3.22%,268212,587.89M
169,XRAY,DENTSPLY SIRONA Inc.,3.08B,-2.40%,2475139,3.72B
170,AMED,"Amedisys, Inc.",3.07B,-0.14%,128866,2.37B
171,VKTX,"Viking Therapeutics, Inc.",3.03B,-2.70%,1809810,-
172,CPRX,"Catalyst Pharmaceuticals, Inc.",2.99B,1.58%,772941,534.65M
173,SGRY,"Surgery Partners, Inc.",2.90B,0.88%,653785,3.17B
174,MTSR,"Metsera, Inc.",2.87B,-2.67%,1098296,-
175,ALHC,"Alignment Healthcare, Inc.",2.86B,-0.07%,2347021,3.00B
176,SRRK,Scholar Rock Holding Corporation,2.85B,-1.51%,825095,-
177,NVST,Envista Holdings Corporation,2.83B,-0.89%,2062453,2.50B
178,PTGX,"Protagonist Therapeutics, Inc.",2.83B,-0.54%,486198,207.80M
179,CRNX,"Crinetics Pharmaceuticals, Inc.",2.79B,-1.20%,740222,760.00K
180,PRVA,"Privia Health Group, Inc.",2.79B,-1.04%,626132,1.80B
181,CON,"Concentra Group Holdings Parent, Inc.",2.71B,-1.26%,269919,1.93B
182,MLTX,MoonLake Immunotherapeutics,2.47B,1.09%,133169,-
183,IMVT,"Immunovant, Inc.",2.46B,-0.69%,754314,-
184,WRBY,Warby Parker Inc.,2.41B,-1.78%,3399803,795.09M
185,HCM,HUTCHMED (China) Limited,2.40B,1.28%,42598,630.20M
186,APGE,"Apogee Therapeutics, Inc.",2.30B,-2.18%,405972,-
187,LIVN,LivaNova PLC,2.28B,-2.96%,602715,1.28B
188,XENE,Xenon Pharmaceuticals Inc.,2.28B,-2.43%,944195,7.50M
189,OGN,Organon & Co.,2.26B,-,5397005,6.29B
190,AMRX,"Amneal Pharmaceuticals, Inc.",2.24B,-0.49%,1091534,2.83B
191,IBRX,"ImmunityBio, Inc.",2.23B,-5.60%,6287782,31.22M
192,BCRX,"BioCryst Pharmaceuticals, Inc.",2.22B,1.92%,3608473,503.49M
193,APLS,"Apellis Pharmaceuticals, Inc.",2.19B,-1.91%,1290670,775.84M
194,MIRM,"Mirum Pharmaceuticals, Inc.",2.18B,-0.11%,164474,379.25M
195,BGM,BGM Group Ltd.,2.14B,12.93%,19699,25.10M
196,LFST,"LifeStance Health Group, Inc.",2.13B,-2.58%,1952298,1.28B
197,VCYT,"Veracyte, Inc.",2.13B,-0.88%,612277,463.39M
198,AAPG,Ascentage Pharma Group International,2.11B,3.60%,20429,134.35M
199,ARDT,"Ardent Health Partners, Inc.",2.09B,-1.22%,280957,6.02B
200,ARWR,"Arrowhead Pharmaceuticals, Inc.",2.09B,-1.69%,1230382,545.21M
201,ACHC,"Acadia Healthcare Company, Inc.",2.08B,-1.87%,1532972,3.16B
202,NVCR,NovoCure Limited,2.07B,2.37%,869910,621.71M
203,VCEL,Vericel Corporation,2.06B,-1.06%,300678,238.54M
204,WGS,GeneDx Holdings Corp.,2.04B,6.34%,657571,330.14M
205,ADUS,Addus HomeCare Corporation,2.04B,0.86%,181565,1.21B
206,QDEL,QuidelOrtho Corporation,2.01B,-1.46%,1381893,2.76B
207,BLTE,"Belite Bio, Inc",1.99B,-4.94%,27818,-
208,NAMS,NewAmsterdam Pharma Company N.V.,1.98B,-3.67%,274690,47.14M
209,KNSA,"Kiniksa Pharmaceuticals International, plc",1.96B,3.62%,590357,481.17M
210,HRMY,"Harmony Biosciences Holdings, Inc.",1.96B,0.12%,393292,744.85M
211,LGND,Ligand Pharmaceuticals Incorporated,1.96B,0.30%,107087,181.49M
212,DNLI,Denali Therapeutics Inc.,1.95B,-1.76%,786274,-
213,CGON,"CG Oncology, Inc.",1.94B,-1.24%,653517,662.00K
214,KYMR,"Kymera Therapeutics, Inc.",1.92B,-2.22%,352756,58.89M
215,FOLD,"Amicus Therapeutics, Inc.",1.92B,-0.64%,2821880,543.14M
216,GLPG,Galapagos NV,1.90B,-0.12%,210689,311.49M
217,PINC,"Premier, Inc.",1.90B,-0.60%,1190505,1.26B
218,CERT,"Certara, Inc.",1.85B,-0.52%,1121203,394.50M
219,SEM,Select Medical Holdings Corporation,1.85B,-0.69%,1298322,5.22B
220,LMAT,"LeMaitre Vascular, Inc.",1.84B,2.90%,205754,226.26M
221,ATEC,"Alphatec Holdings, Inc.",1.82B,-0.24%,1300728,642.27M
222,UFPT,"UFP Technologies, Inc.",1.81B,0.32%,86534,547.56M
223,TARS,"Tarsus Pharmaceuticals, Inc.",1.81B,0.19%,324236,233.67M
224,ENOV,Enovis Corporation,1.80B,-2.50%,694180,2.15B
225,SUPN,"Supernus Pharmaceuticals, Inc.",1.80B,0.22%,330988,668.00M
226,PGNY,"Progyny, Inc.",1.76B,-1.77%,822500,1.21B
227,AGIO,"Agios Pharmaceuticals, Inc.",1.73B,0.88%,440229,37.04M
228,CNTA,Centessa Pharmaceuticals plc,1.71B,1.98%,725578,15.00M
229,CNMD,CONMED Corporation,1.71B,-1.18%,332606,1.32B
230,SSII,"SS Innovations International, Inc.",1.71B,-2.78%,52432,22.13M
231,TWST,Twist Bioscience Corporation,1.69B,0.36%,781837,347.68M
232,EVO,Evotec SE,1.69B,17.37%,530776,851.94M
233,ARQT,"Arcutis Biotherapeutics, Inc.",1.67B,2.34%,1646215,212.82M
234,RXRX,"Recursion Pharmaceuticals, Inc.",1.66B,-1.57%,16730330,59.79M
235,IDYA,"IDEAYA Biosciences, Inc.",1.65B,0.86%,1046373,7.00M
236,BHC,Bausch Health Companies Inc.,1.64B,-1.11%,930118,9.73B
237,BEAM,Beam Therapeutics Inc.,1.64B,-2.38%,962359,63.58M
238,IRON,"Disc Medicine, Inc.",1.64B,-1.31%,131980,-
239,ATRC,"AtriCure, Inc.",1.62B,-0.27%,330030,480.08M
240,CLOV,"Clover Health Investments, Corp.",1.62B,-2.74%,7538079,1.49B
241,BHVN,Biohaven Ltd.,1.60B,1.36%,2288450,-
242,NHC,National HealthCare Corporation,1.58B,0.73%,26012,1.37B
243,SDGR,"Schrödinger, Inc.",1.57B,0.85%,930077,230.49M
244,IMCR,Immunocore Holdings plc,1.57B,-0.10%,98823,333.58M
245,PACS,"PACS Group, Inc.",1.52B,0.20%,404496,3.56B
246,BKD,Brookdale Senior Living Inc.,1.50B,-0.16%,2219632,3.02B
247,EWTX,"Edgewise Therapeutics, Inc.",1.49B,1.36%,1014539,-
248,JANX,"Janux Therapeutics, Inc.",1.49B,0.04%,1180441,9.34M
249,SPRY,"ARS Pharmaceuticals, Inc.",1.47B,3.17%,2307830,97.12M
250,GRAL,"GRAIL, Inc.",1.45B,3.64%,779976,130.71M
251,GDRX,"GoodRx Holdings, Inc.",1.43B,-2.09%,1188481,797.41M
252,PHR,"Phreesia, Inc.",1.43B,-1.15%,242602,419.81M
253,GPCR,Structure Therapeutics Inc.,1.41B,-0.77%,267751,-
254,TVTX,"Travere Therapeutics, Inc.",1.41B,0.89%,1433930,273.53M
255,INDV,Indivior PLC,1.39B,0.45%,1304451,1.17B
256,GRDN,"Guardian Pharmacy Services, Inc.",1.39B,-2.83%,2536098,1.28B
257,ETNB,"89bio, Inc.",1.39B,-1.66%,1041905,-
258,TNDM,"Tandem Diabetes Care, Inc.",1.38B,0.39%,945484,982.95M
259,ADPT,Adaptive Biotechnologies Corporation,1.36B,1.02%,1009518,189.53M
260,CLDX,"Celldex Therapeutics, Inc.",1.35B,-0.10%,477438,7.56M
261,MESO,Mesoblast Limited,1.34B,-0.05%,106228,5.67M
262,DYN,"Dyne Therapeutics, Inc.",1.33B,-1.72%,1414214,-
263,OMCL,"Omnicell, Inc.",1.32B,-2.12%,760523,1.14B
264,NEOG,Neogen Corporation,1.32B,-2.10%,3122589,906.00M
265,LQDA,Liquidia Corporation,1.31B,-1.35%,4750505,14.14M
266,VERA,"Vera Therapeutics, Inc.",1.25B,0.05%,1064297,-
267,MNKD,MannKind Corporation,1.25B,-2.37%,2031803,297.60M
268,AZTA,"Azenta, Inc.",1.24B,-3.67%,866008,669.17M
269,AORT,"Artivion, Inc.",1.22B,0.53%,241525,390.08M
270,ASTH,"Astrana Health, Inc.",1.21B,-0.74%,254479,2.25B
271,TDOC,"Teladoc Health, Inc.",1.19B,-1.30%,4122108,2.55B
272,PCRX,"Pacira BioSciences, Inc.",1.19B,-0.96%,477628,702.77M
273,INVA,"Innoviva, Inc.",1.19B,0.80%,808594,369.84M
274,DVAX,Dynavax Technologies Corporation,1.18B,-0.25%,1345654,294.62M
275,NVAX,"Novavax, Inc.",1.17B,-0.55%,5596548,1.25B
276,OCUL,"Ocular Therapeutix, Inc.",1.16B,1.18%,1627989,59.65M
277,AHCO,AdaptHealth Corp.,1.16B,-1.79%,763986,3.25B
278,ANIP,"ANI Pharmaceuticals, Inc.",1.16B,0.94%,244137,674.07M
279,AMPH,"Amphastar Pharmaceuticals, Inc.",1.15B,1.12%,548566,730.66M
280,MD,"Pediatrix Medical Group, Inc.",1.14B,-2.93%,1559086,1.98B
281,KMTS,"Kestra Medical Technologies, Ltd.",1.14B,-0.99%,113936,52.64M
282,PLSE,"Pulse Biosciences, Inc.",1.14B,0.89%,152222,-
283,USPH,"U.S. Physical Therapy, Inc.",1.12B,-2.00%,107229,692.33M
284,VRDN,"Viridian Therapeutics, Inc.",1.11B,-0.73%,645401,302.00K
285,AUPH,Aurinia Pharmaceuticals Inc.,1.09B,-2.30%,2008045,247.30M
286,ESTA,Establishment Labs Holdings Inc.,1.06B,-0.35%,306210,170.24M
287,MLYS,"Mineralys Therapeutics, Inc.",1.04B,-2.21%,928002,-
288,AVAH,Aveanna Healthcare Holdings Inc.,1.04B,-0.47%,499331,2.09B
289,BLFS,"BioLife Solutions, Inc.",1.04B,-1.45%,285030,87.76M
290,HCSG,"Healthcare Services Group, Inc.",1.04B,-0.56%,560413,1.74B
291,TXG,"10x Genomics, Inc.",1.01B,-4.33%,1800646,624.66M
292,OPK,"OPKO Health, Inc.",999.25M,-0.79%,2183581,689.41M
293,OCS,Oculis Holding AG,989.67M,7.24%,20283,847.33K
294,MDXG,"MiMedx Group, Inc.",979.27M,-1.34%,383758,352.38M
295,PNTG,"The Pennant Group, Inc.",957.20M,-1.21%,140723,748.17M
296,IART,Integra LifeSciences Holdings Corporation,955.86M,-2.84%,971050,1.62B
297,RCUS,"Arcus Biosciences, Inc.",955.08M,2.73%,901320,141.00M
298,NEO,"NeoGenomics, Inc.",953.63M,1.79%,1539691,672.36M
299,HROW,"Harrow, Inc.",950.52M,0.66%,417482,212.86M
300,ARDX,"Ardelyx, Inc.",949.84M,0.25%,2574379,361.71M
301,NTLA,"Intellia Therapeutics, Inc.",948.82M,-3.17%,2185519,45.57M
302,CDNA,"CareDx, Inc",943.79M,-0.88%,982166,346.42M
303,PAHC,Phibro Animal Health Corporation,942.00M,0.74%,135439,1.19B
304,COLL,"Collegium Pharmaceutical, Inc.",927.62M,0.14%,178265,664.28M
305,STAA,STAAR Surgical Company,924.85M,-0.21%,689190,279.13M
306,GERN,Geron Corporation,923.53M,-2.03%,11880486,116.29M
307,CVAC,CureVac N.V.,920.90M,-1.68%,755856,566.04M
308,AGL,"agilon health, inc.",918.97M,0.91%,3330948,5.99B
309,WVE,Wave Life Sciences Ltd.,917.10M,-2.30%,1011446,104.94M
310,SYRE,"Spyre Therapeutics, Inc.",905.91M,-0.40%,210288,-
311,INMD,InMode Ltd.,899.47M,-0.66%,774297,392.41M
312,NUTX,Nutex Health Inc.,887.78M,-1.18%,66432,624.28M
313,AVDL,Avadel Pharmaceuticals plc,883.23M,2.82%,818988,194.45M
314,PHVS,Pharvaris N.V.,871.35M,-2.44%,16327,-
315,SNDX,"Syndax Pharmaceuticals, Inc.",847.57M,-8.88%,3903621,43.72M
316,CRMD,CorMedix Inc.,838.31M,0.82%,520342,82.55M
317,EVH,"Evolent Health, Inc.",835.37M,-2.04%,2212369,2.40B
318,HSTM,"HealthStream, Inc.",834.87M,-1.46%,216234,292.37M
319,QURE,uniQure N.V.,829.99M,-0.46%,758862,20.20M
320,ELVN,"Enliven Therapeutics, Inc.",804.74M,-2.21%,222508,-
321,ZYME,Zymeworks Inc.,804.15M,0.52%,349419,93.38M
322,AMN,"AMN Healthcare Services, Inc.",795.17M,-4.15%,592273,2.85B
323,LENZ,"LENZ Therapeutics, Inc.",793.02M,-0.16%,85264,-
324,GYRE,"Gyre Therapeutics, Inc.",784.01M,-22.57%,2106338,100.64M
325,SIBN,"SI-BONE, Inc.",783.25M,-0.19%,273310,176.60M
326,NUVB,Nuvation Bio Inc.,782.60M,2.22%,3065435,10.96M
327,CRON,Cronos Group Inc.,781.38M,-0.98%,1292719,124.59M
328,NAGE,"Niagen Bioscience, Inc.",779.89M,-2.76%,561282,107.93M
329,XERS,"Xeris Biopharma Holdings, Inc.",773.55M,-1.02%,1200888,222.55M
330,PRAX,"Praxis Precision Medicines, Inc.",764.86M,-2.14%,172920,8.12M
331,AKBA,"Akebia Therapeutics, Inc.",751.14M,1.06%,3113857,184.91M
332,NRIX,"Nurix Therapeutics, Inc.",741.01M,-2.70%,401505,56.42M
333,IMNM,"Immunome, Inc.",738.73M,0.35%,527071,10.94M
334,PHAR,Pharming Group N.V.,725.33M,-1.00%,1290,320.71M
335,WEAV,"Weave Communications, Inc.",720.99M,-1.54%,625366,212.95M
336,AVBP,"ArriVent BioPharma, Inc.",697.94M,-1.07%,360630,-
337,GHRS,GH Research PLC,692.85M,-1.46%,174278,-
338,RCKT,"Rocket Pharmaceuticals, Inc.",675.52M,-4.42%,2080993,-
339,SLP,"Simulations Plus, Inc.",664.57M,1.85%,353098,78.56M
340,AHG,Akso Health Group,652.21M,10.43%,25409,8.45M
341,IRMD,IRADIMED CORPORATION,649.61M,-2.28%,27499,75.15M
342,REPL,"Replimune Group, Inc.",643.67M,-4.57%,1439475,-
343,AVXL,Anavex Life Sciences Corp.,642.85M,-1.83%,667103,-
344,TRVI,"Trevi Therapeutics, Inc.",639.97M,4.31%,1230994,-
345,RXST,"RxSight, Inc.",637.19M,-1.32%,670247,148.31M
346,DAWN,"Day One Biopharmaceuticals, Inc.",635.54M,-,1052202,161.92M
347,EMBC,Embecta Corp.,626.21M,1.95%,796466,1.08B
348,BBNX,"Beta Bionics, Inc.",625.63M,-6.90%,435920,69.83M
349,EOLS,"Evolus, Inc.",624.12M,1.26%,462704,275.46M
350,VIR,"Vir Biotechnology, Inc.",622.07M,-2.39%,1385890,20.86M
351,IMTX,Immatics N.V.,621.12M,-1.35%,375092,155.80M
352,FLGT,"Fulgent Genetics, Inc.",618.31M,-1.02%,213130,292.45M
353,ABUS,Arbutus Biopharma Corporation,616.72M,-,532452,6.40M
354,ANAB,"AnaptysBio, Inc.",600.54M,-1.45%,357651,111.87M
355,CBLL,"CeriBell, Inc.",599.25M,-3.94%,211831,71.54M
356,SVRA,Savara Inc.,598.36M,-3.07%,716005,-
